10 10

  0.46982803   0.25502419  -0.35148554  -0.57592039 -0.053911143   0.15995264  -0.15046459  -0.33846449    0.4192385   0.10000972
   -2.037084   -1.3023157    1.4591632    2.2906089   0.78255106  -0.61490984   0.54645802    1.9873502   -1.9703981  -0.66821249
  -2.0415964   -1.3356697    1.3732204    2.4847779   0.71476974  -0.63072307   0.64120943    1.9467966   -1.9925975  -0.65534478
   2.0648208    1.3910558   -1.4449736   -2.3002442  -0.92860376   0.61604238  -0.48186934   -2.1164046    1.9291139   0.84536236
   2.7351586    1.8023856    -1.817745   -3.0672573   -1.1324658   0.69016076  -0.63174702   -2.7529884    2.6109685   0.98724152
   1.2058981   0.64772206  -0.76468124   -1.3931362  -0.36659938    0.3742285  -0.37252263   -1.1057196    1.1370815   0.39217416
  -2.5052958   -1.5717056    1.7084053     2.697148   0.96108859  -0.59886299   0.65041475    2.4436697   -2.3152471  -0.91103815
   1.4153557    1.0408861   -1.0735839   -1.5107463  -0.62190151   0.26801361  -0.27202512   -1.6492474    1.4004643   0.71203362
 -0.26862781  -0.20771894   0.21108381    0.2111018   0.11564207  0.009000953 -0.056417491   0.46021127  -0.18135541  -0.24770237
  -1.5913263   -1.0353208    1.0788312    1.8729406   0.70436238  -0.42156457   0.31884195    1.6853104   -1.5591647  -0.70207133
